OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00644500, CROUSE HOSPITAL COLLEGE OF NURSING                                     , NY ,132101690,Private-Nonprofit, 193 , 194 ," $689,950.00 ", 235 ," $390,412.00 "
00644800, BELANGER SCHOOL OF NURSING                                             , NY ,123041009,Private-Nonprofit, 61 , 61 ," $221,497.00 ", 61 ," $116,874.00 "
00646100, SAINT ELIZABETH MEDICAL CENTER                                         , NY ,135012998,Private-Nonprofit, 118 , 118 ," $431,538.00 ", 118 ," $217,323.00 "
00646700, SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTE , NY ,132031806,Private-Nonprofit, 142 , 142 ," $483,930.00 ", 157 ," $268,718.00 "
00647700, CABARRUS COLLEGE OF HEALTH SCIENCES                                    , NC ,280253959,Private-Nonprofit, 278 , 278 ," $1,069,081.00 ", 312 ," $565,365.00 "
00647800, MERCY SCHOOL OF NURSING                                                , NC ,282736631,Public, 39 , 39 ," $134,533.00 ", 47 ," $57,910.00 "
00648700, AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES                         , OH ,447101799,Private-Nonprofit, 76 , 76 ," $247,197.00 ", 84 ," $137,704.00 "
00648900, CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES                          , OH ,452192906,Private-Nonprofit, 379 , 379 ," $1,488,684.00 ", 377 ," $736,224.00 "
00649400, GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE                   , OH ,452202489,Private-Nonprofit, 263 , 263 ," $951,867.00 ", 263 ," $532,042.00 "
00650700, TRINITY HEALTH SYSTEM SCHOOL OF NURSING                                , OH ,439522667,Private-Nonprofit, 41 , 41 ," $124,736.00 ", 41 ," $66,068.00 "
00653400, CITIZENS SCHOOL OF NURSING                                             , PA ,150686591,Private-Nonprofit, 154 , 154 ," $538,341.00 ", 155 ," $284,131.00 "
00653700, CONEMAUGH VALLEY MEMORIAL HOSPITAL                                     , PA ,159054398,Private-Nonprofit, 143 , 143 ," $520,282.00 ", 143 ," $183,068.00 "
00655100, ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING                        , PA ,152383205,Private-Nonprofit, 79 , 79 ," $269,631.00 ", 142 ," $173,049.00 "
00656000," OHIO VALLEY GENERAL HOSPITAL, SCHOOL OF NURSING                        ", PA ,151361694,Private-Nonprofit, 23 , 23 ," $81,167.00 ", 23 ," $28,839.00 "
00656500, READING HOSPITAL SCHOOL OF HEALTH SCIENCES                             , PA ,196111744,Private-Nonprofit, 137 , 137 ," $442,531.00 ", 137 ," $232,509.00 "
00657400," ST. LUKE'S HOSPITAL OF BETHLEHEM, PA                                   ", PA ,180151065,Private-Nonprofit, 50 , 50 ," $145,337.00 ", 52 ," $59,016.00 "
00657700, UPMC SHADYSIDE                                                         , PA ,152321381,Private-Nonprofit, 163 , 163 ," $558,689.00 ", 297 ," $411,168.00 "
00657800, SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING                        , PA ,161463395,Private-Nonprofit, 23 , 23 ," $63,805.00 ", 23 ," $42,027.00 "
00658200, WASHINGTON HOSPITAL (THE)                                              , PA ,153013398,Private-Nonprofit, 57 , 57 ," $198,760.00 ", 57 ," $130,859.00 "
00658300, WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING                        , PA ,152241790,Private-Nonprofit, 61 , 61 ," $211,083.00 ", 112 ," $104,870.00 "
00659100, SAINT JOSEPH SCHOOL OF NURSING                                         , RI ,029045199,Private-Nonprofit, 106 , 107 ," $468,995.00 ", 107 ," $234,499.00 "
00660600, BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS                     , TX ,782293234,Proprietary, 270 , 270 ," $912,773.00 ", 328 ," $534,904.00 "
00661200, COVENANT SCHOOL OF NURSING AND ALLIED HEALTH                           , TX ,794070120,Private-Nonprofit, 136 , 136 ," $291,818.00 ", 137 ," $289,568.00 "
00662200, JEFFERSON COLLEGE OF HEALTH SCIENCES                                   , VA ,240132222,Private-Nonprofit, 577 , 582 ," $2,219,843.00 ", 582 ," $1,266,963.00 "
00663900, BELLIN COLLEGE                                                         , WI ,543110000,Private-Nonprofit, 145 , 146 ," $711,210.00 ", 146 ," $365,717.00 "
00665600, COLLEGE OF DU PAGE                                                     , IL ,601376599,Public," 3,865 "," 3,865 "," $12,974,535.00 "," 7,657 "," $6,985,302.00 "
00666600, LUTHERAN SCHOOL OF NURSING                                             , MO ,631183909,Proprietary, 147 , 147 ," $412,510.00 ", 147 ," $225,622.00 "
00667700, MCGILL UNIVERSITY                                                      ,,H3A   2T5     ,Foreign-Public, 348 , 348 ," $1,510,198.00 ", 348 ," $784,288.00 "
00667900, QUEEN'S UNIVERSITY AT KINGSTON                                         ,,K7L   3N6     ,Foreign-Public, 14 , 14 ," $52,155.00 ", 14 ," $25,578.00 "
00668100, ST. FRANCIS XAVIER UNIVERSITY                                          ,,B2G 2W5       ,Foreign-Public, 5 , 5 ," $19,500.00 ", 5 ," $9,750.00 "
00668200, ST THOMAS UNIVERSITY                                                   ,,E3B   5G3     ,Foreign-Public, 18 , 18 ," $85,427.00 ", 18 ," $42,714.00 "
00668300, UNIVERSITY OF GUELPH                                                   ,,N1G 2W1       ,Foreign-Public, 5 , 5 ," $21,500.00 ", 5 ," $10,750.00 "
00668400, UNIVERSITY OF MANITOBA                                                 ,,R3T   2N2     ,Foreign-Public, 28 , 28 ," $85,412.00 ", 28 ," $47,372.00 "
00668500, UNIVERSITY OF NEW BRUNSWICK (THE)-                                     ,,E3B   5A3     ,Foreign-Public, 11 , 11 ," $47,843.00 ", 22 ," $47,843.00 "
00668600, UNIVERSITY OF OTTAWA                                                   ,,K1N   6N5     ,Foreign-Public, 7 , 7 ," $28,500.00 ", 7 ," $14,250.00 "
00668800, UNIVERSITY OF TORONTO                                                  ,,M5S 1A1       ,Foreign-Public, 40 , 40 ," $186,980.00 ", 40 ," $93,490.00 "
00668900, UNIVERSITY OF WINDSOR                                                  ,,N9B   3P4     ,Foreign-Public, 9 , 9 ," $32,314.00 ", 9 ," $16,314.00 "
00669000, UNIVERSITY OF COPENHAGEN                                               ,,1017K         ,Foreign-Public, -   , -   , $-   , -   , $-   
00669100, UNIVERSITY OF CAMBRIDGE - PEMBROKE COLLEGE                             ,,CB2   1RF     ,Foreign-Public, -   , -   , $-   , -   , $-   
00669200, UNIVERSITY OF LEEDS                                                    ,,LS2 9JT       ,Foreign-Public, 6 , 6 ," $25,000.00 ", 6 ," $12,500.00 "
00669300, UNIVERSITY OF LONDON - LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE  ,,WC2A 2AE      ,Foreign-Public, 4 , 4 ," $19,000.00 ", 4 ," $6,333.00 "
00669400, UNIVERSITY OF LONDON - SCHOOL OF ORIENTAL & AFRICAN STUDIES            ,,WC1H  0XG     ,Foreign-Public, 8 , 8 ," $33,000.00 ", 8 ," $11,001.00 "
00669500, UNIVERSITY OF LONDON - UNIVERSITY COLLEGE LONDON                       ,,WC1E  6BT     ,Foreign-Public, 14 , 14 ," $59,000.00 ", 14 ," $19,669.00 "
00669600, UNIVERSITY OF LONDON - SCHOOL OF ADVANCED STUDY                        ,,WC1E 7HU      ,Foreign-Public, -   , -   , $-   , -   , $-   
00669700, UNIVERSITY OF LONDON - QUEEN MARY AND WESTFIELD COLLEGE                ,,E1 4NS        ,Foreign-Public, 7 , 7 ," $34,500.00 ", 7 ," $11,499.00 "
00669900, UNIVERSITY OF SUSSEX                                                   ,,BN1   9RH     ,Foreign-Public, 7 , 7 ," $29,750.00 ", 7 ," $15,750.00 "
00670000, UNIVERSITY OF YORK (THE)                                               ,,YO10 5DD      ,Foreign-Public, 5 , 5 ," $22,500.00 ", 5 ," $7,500.00 "
00670400, UNIVERSITY COLLEGE CORK                                                ,,Cork          ,Foreign-Public, 4 , 4 ," $16,250.00 ", 4 ," $9,000.00 "
00671300, UPPSALA UNIVERSITY                                                     ,,,Foreign-Public, -   , -   , $-   , -   , $-   
00671500, UNIVERSITY OF GENEVA                                                   ,,CH-1211       ,Foreign-Public, -   , -   , $-   , -   , $-   
00672000, COLLEGE OF ALAMEDA                                                     , CA ,945012109,Public, 56 , 56 ," $204,000.00 ", 86 ," $154,250.00 "
00673100, CASA LOMA COLLEGE                                                      , CA ,914054523,Private-Nonprofit, 326 , 328 ," $1,172,499.00 ", 413 ," $717,787.00 "
00675000, VALENCIA COLLEGE                                                       , FL ,328023028,Public," 8,094 "," 8,174 "," $27,210,721.00 "," 8,202 "," $14,660,970.00 "
00675300, ILLINOIS CENTRAL COLLEGE                                               , IL ,616350001,Public, 876 , 889 ," $2,595,433.00 "," 1,055 "," $1,469,914.00 "
00675500, BROWN MACKIE COLLEGE (THE -)                                           , KS ,674017307,Proprietary, 936 , 990 ," $2,992,605.00 "," 1,504 "," $1,668,578.00 "
00676000, UNIVERSITY OF MAINE - AUGUSTA                                          , ME ,043309410,Public," 2,564 "," 2,613 "," $9,166,974.00 "," 2,643 "," $4,793,350.00 "
00676800, MID MICHIGAN COMMUNITY COLLEGE                                         , MI ,486259447,Public," 1,521 "," 1,521 "," $4,980,855.00 "," 1,588 "," $2,836,612.00 "
00677100, COLLEGE FOR CREATIVE STUDIES                                           , MI ,482024034,Private-Nonprofit, 804 , 806 ," $3,524,458.00 ", 806 ," $1,811,447.00 "
00677500, RAINY RIVER COMMUNITY COLLEGE                                          , MN ,566492187,Public, 71 , 71 ," $216,749.00 ", 75 ," $121,899.00 "
00677700, FLATHEAD VALLEY COMMUNITY COLLEGE                                      , MT ,599012699,Public, 519 , 528 ," $1,861,056.00 ", 564 ," $966,642.00 "
00678200, GENESEE COMMUNITY COLLEGE                                              , NY ,140209704,Public," 1,308 "," 1,340 "," $4,419,519.00 "," 2,661 "," $2,617,867.00 "
00678500, SCHENECTADY COUNTY COMMUNITY COLLEGE                                   , NY ,123052294,Public," 1,421 "," 1,462 "," $4,177,019.00 "," 1,643 "," $2,240,617.00 "
00678700, CLINTON COMMUNITY COLLEGE                                              , NY ,129015690,Public, 507 , 507 ," $1,475,499.00 ", 552 ," $884,815.00 "
00678800, TOMPKINS CORTLAND COMMUNITY COLLEGE                                    , NY ,130538504,Public," 1,470 "," 1,492 "," $4,933,346.00 "," 1,787 "," $2,919,854.00 "
00678900, SUNY COLUMBIA-GREENE COMMUNITY COLLEGE                                 , NY ,125349543,Public, 420 , 423 ," $1,426,907.00 ", 514 ," $824,292.00 "
00679100, SUNY COLLEGE AT PURCHASE                                               , NY ,105771400,Public," 1,845 "," 1,852 "," $8,215,988.00 "," 1,851 "," $4,194,574.00 "
00679900, CRAVEN COMMUNITY COLLEGE                                               , NC ,285624984,Public, 386 , 386 ," $1,382,869.00 ", 387 ," $734,840.00 "
00680400, LAKELAND COMMUNITY COLLEGE                                             , OH ,440945198,Public," 1,599 "," 1,626 "," $5,371,942.00 "," 1,634 "," $2,763,468.00 "
00680700, COMMUNITY COLLEGE OF BEAVER COUNTY                                     , PA ,150612588,Public, 696 , 697 ," $2,164,543.00 ", 697 ," $1,235,823.00 "
00681000, LEHIGH CARBON COMMUNITY COLLEGE                                        , PA ,180782598,Public," 1,537 "," 1,555 "," $4,719,850.00 "," 1,677 "," $2,527,094.00 "
00681100, LUZERNE COUNTY COMMUNITY COLLEGE                                       , PA ,186343899,Public," 1,423 "," 1,426 "," $4,744,603.00 "," 1,426 "," $2,472,351.00 "
00681500, ORANGEBURG CALHOUN TECHNICAL COLLEGE                                   , SC ,291188299,Public, 667 , 667 ," $2,327,027.00 ", 667 ," $1,166,788.00 "
00681900, BLUE RIDGE COMMUNITY COLLEGE                                           , VA ,244860080,Public, 624 , 625 ," $2,097,157.00 ", 625 ," $1,257,232.00 "
00683500, DYERSBURG STATE COMMUNITY COLLEGE                                      , TN ,380252450,Public, 664 , 664 ," $1,837,611.00 ", 799 ," $1,149,020.00 "
00683600, MOTLOW STATE COMMUNITY COLLEGE                                         , TN ,373887972,Public, 315 , 315 ," $920,716.00 ", 315 ," $473,133.00 "
00683700, UNIVERSITE LAVAL                                                       ,,G1V 0A6       ,Foreign-Public, -   , -   , $-   , -   , $-   
00683800, DALHOUSIE UNIVERSITY                                                   ,,B3H   4H6     ,Foreign-Public, 51 , 51 ," $240,834.00 ", 52 ," $125,167.00 "
00683900, UNIVERSITY OF EDINBURGH                                                ,,EH8 9YL       ,Foreign-Public, 94 , 94 ," $402,621.00 ", 94 ," $201,325.00 "
00684200, UNIVERSITY OF DUBLIN TRINITY COLLEGE                                   ,,,Foreign-Public, 18 , 18 ," $79,500.00 ", 18 ," $39,750.00 "
00685000, UNIVERSITY OF CAMBRIDGE - DOWNING COLLEGE                              ,,CB2   1DQ     ,Foreign-Public, 1 , 1 ," $4,500.00 ", 1 ," $1,500.00 "
00685200, BISHOP'S UNIVERSITY                                                    ,,J1M   1Z7     ,Foreign-Private, 17 , 17 ," $57,398.00 ", 16 ," $30,824.00 "
00685800, UNITY COLLEGE                                                          , ME ,049889502,Private-Nonprofit, 441 , 441 ," $1,950,171.00 ", 442 ," $1,012,952.00 "
00686500, CAMDEN COUNTY COLLEGE                                                  , NJ ,080123240,Public," 1,507 "," 1,507 "," $4,404,905.00 "," 1,764 "," $2,404,034.00 "
00686700, COLUMBUS STATE COMMUNITY COLLEGE- MAIN CAMPUS                          , OH ,432151786,Public," 8,215 "," 8,215 "," $30,343,686.00 "," 8,150 "," $10,778,785.00 "
00687100, THOMAS NELSON COMMUNITY COLLEGE                                        , VA ,236661433,Public," 2,082 "," 2,092 "," $7,165,665.00 "," 2,083 "," $4,336,397.00 "
00687300, MARIAN COURT COLLEGE                                                   , MA ,019072896,Private-Nonprofit, 102 , 102 ," $426,127.00 ", 105 ," $216,766.00 "
00689500, UNIVERSITY OF NEBRASKA MEDICAL CENTER                                  , NE ,681984265,Public, 422 , 426 ," $2,070,205.00 ", 424 ," $1,057,060.00 "
00690100, GLOUCESTER COUNTY COLLEGE                                              , NJ ,080804249,Public, 880 , 911 ," $2,499,002.00 "," 1,204 "," $1,571,376.00 "
00691100, MONTGOMERY COLLEGE                                                     , MD ,208501195,Public," 2,385 "," 2,414 "," $8,457,534.00 "," 2,513 "," $4,328,739.00 "
00693100, WAUBONSEE COMMUNITY COLLEGE                                            , IL ,605540000,Public, 806 , 821 ," $2,692,101.00 ", 864 ," $1,394,049.00 "
00693800, LINN-BENTON COMMUNITY COLLEGE                                          , OR ,973213774,Public," 1,165 "," 1,170 "," $3,590,775.00 "," 1,212 "," $1,332,561.00 "
00694100, DALLAS CHRISTIAN COLLEGE                                               , TX ,752347229,Private-Nonprofit, 185 , 186 ," $759,254.00 ", 204 ," $400,778.00 "
00694200, MID-AMERICA CHRISTIAN UNIVERSITY                                       , OK ,731704504,Private-Nonprofit," 1,622 "," 1,631 "," $6,833,659.00 "," 1,656 "," $3,510,140.00 "
00694900, KALAMAZOO VALLEY COMMUNITY COLLEGE                                     , MI ,490099606,Public," 2,664 "," 2,681 "," $8,780,395.00 "," 2,728 "," $4,537,668.00 "
00695100, UNIVERSITY OF SOUTH CAROLINA UPSTATE                                   , SC ,293039972,Public," 2,967 "," 3,003 "," $12,457,833.00 "," 3,002 "," $6,472,419.00 "
00696000, MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE                              , KY ,410568910,Public," 1,302 "," 1,302 "," $4,481,779.00 "," 1,316 "," $2,369,765.00 "
00696100, JEFFERSON COMMUNITY AND TECHNICAL COLLEGE                              , KY ,402022005,Public," 3,982 "," 4,000 "," $14,306,650.00 "," 3,981 "," $7,194,155.00 "
00696200, HAZARD COMMUNITY AND TECHNICAL COLLEGE                                 , KY ,417012402,Public," 1,011 "," 1,011 "," $3,444,550.00 "," 1,035 "," $1,854,333.00 "
00697300, CANADA COLLEGE                                                         , CA ,940611099,Public, 75 , 75 ," $263,686.00 ", 78 ," $150,453.00 "
00697500, LINCOLN UNIVERSITY                                                     , CA ,946122801,Private-Nonprofit, 56 , 57 ," $183,827.00 ", 57 ," $180,210.00 "
00697700, GREAT BASIN COLLEGE                                                    , NV ,898013348,Public, 271 , 272 ," $1,025,121.00 ", 274 ," $541,322.00 "
00698200, NAUGATUCK VALLEY COMMUNITY COLLEGE                                     , CT ,067083089,Public, 212 , 216 ," $660,213.00 ", 232 ," $345,851.00 "
00701200, SAMUEL MERRITT UNIVERSITY                                              , CA ,946093108,Private-Nonprofit, 400 , 400 ," $1,736,503.00 ", 400 ," $1,066,704.00 "
00702200, CUNY LEHMAN COLLEGE                                                    , NY ,104681589,Public," 1,553 "," 1,649 "," $5,636,303.00 "," 2,241 "," $3,575,991.00 "
00702500, LEBANON COLLEGE                                                        , NH ,037661312,Private-Nonprofit, 27 , 27 ," $89,736.00 ", 28 ," $33,041.00 "
00702600, MOUNT SINAI SCHOOL OF MEDICINE                                         , NY ,100296500,Private-Nonprofit, -   , -   , $-   , -   , $-   
