,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00549900, SALINA AREA TECHNICAL COLLEGE                                          , KS ,674018195,Public, 113 , 113 ," $359,420.00 ", 113 ," $185,029.00 ", 105 , 105 ," $307,023.00 ", 105 ," $155,944.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00550000, MANHATTAN AREA TECHNICAL COLLEGE                                       , KS ,665032499,Public, 412 , 413 ," $1,341,509.00 ", 413 ," $763,310.00 ", 368 , 374 ," $1,484,038.00 ", 376 ," $828,887.00 ", -   , -   , $-   , -   , $-   , 17 , 17 ," $156,755.00 ", 17 ," $82,148.00 ", -   , -   , $-   , -   , $-   
00551900, DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE                          , MA ,027233519,Public, 50 , 50 ," $171,491.00 ", 50 ," $84,247.00 ", 42 , 42 ," $201,175.00 ", 43 ," $99,921.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,900.00 ", 1 ," $1,450.00 ", -   , -   , $-   , -   , $-   
00552300, BLUE HILLS REGIONAL TECHNICAL SCHOOL                                   , MA ,020211398,Public, 35 , 35 ," $106,610.00 ", 37 ," $60,099.00 ", 31 , 31 ," $141,960.00 ", 31 ," $76,923.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00552500, SOUTHERN MAINE COMMUNITY COLLEGE                                       , ME ,041061698,Public," 2,513 "," 2,537 "," $8,859,085.00 "," 2,566 "," $4,516,825.00 "," 1,798 "," 1,843 "," $7,221,662.00 "," 1,871 "," $3,689,308.00 ", -   , -   , $-   , -   , $-   , 65 , 66 ," $389,687.00 ", 66 ," $198,946.00 ", -   , -   , $-   , -   , $-   
00553200, CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                            , MO ,637037511,Public, 101 , 103 ," $308,971.00 ", 121 ," $150,093.00 ", 76 , 78 ," $299,997.00 ", 94 ," $158,280.00 ", 1 , 1 ," $3,000.00 ", 2 ," $3,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00553300, SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE                   , MN ,551021800,Public," 2,943 "," 3,070 "," $9,606,059.00 "," 3,860 "," $6,106,182.00 "," 2,385 "," 2,449 "," $10,351,583.00 "," 2,749 "," $5,685,482.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $33,500.00 ", 5 ," $19,500.00 ", -   , -   , $-   , -   , $-   
00553400, ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                              , MN ,563031240,Public," 1,982 "," 2,041 "," $6,279,799.00 "," 2,041 "," $3,618,261.00 "," 2,070 "," 2,203 "," $7,464,677.00 "," 2,203 "," $4,126,095.00 ", -   , -   , $-   , -   , $-   , 39 , 41 ," $211,107.00 ", 41 ," $121,472.00 ", -   , -   , $-   , -   , $-   
00553500, PINE TECHNICAL COLLEGE                                                 , MN ,550632198,Public, 459 , 487 ," $1,633,507.00 ", 487 ," $1,028,055.00 ", 396 , 424 ," $1,883,119.00 ", 424 ," $997,717.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $4,000.00 ", 1 ," $2,000.00 ", -   , -   , $-   , -   , $-   
00553700, SOUTH CENTRAL COLLEGE                                                  , MN ,560011920,Public," 1,539 "," 1,652 "," $4,772,348.00 "," 1,652 "," $3,121,088.00 "," 1,402 "," 1,465 "," $5,013,874.00 "," 1,465 "," $2,914,830.00 ", -   , -   , $-   , -   , $-   , 6 , 7 ," $28,305.00 ", 7 ," $16,805.00 ", -   , -   , $-   , -   , $-   
00554100, MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE                        , MN ,565731405,Public," 2,761 "," 2,944 "," $8,927,753.00 "," 3,606 "," $5,134,369.00 "," 2,698 "," 2,861 "," $11,124,452.00 "," 3,296 "," $6,089,146.00 ", -   , -   , $-   , -   , $-   , 22 , 23 ," $142,380.00 ", 29 ," $80,878.00 ", -   , -   , $-   , -   , $-   
00554400, ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE                             , MN ,563083799,Public, 946 , 974 ," $3,257,937.00 ", 974 ," $1,794,561.00 ", 915 , 946 ," $3,492,361.00 ", 946 ," $1,824,968.00 ", -   , -   , $-   , -   , $-   , 20 , 21 ," $153,649.00 ", 21 ," $84,225.00 ", -   , -   , $-   , -   , $-   
00560100, ALBANY TECHNICAL COLLEGE                                               , GA ,317012648,Public," 2,401 "," 2,406 "," $9,093,226.00 "," 4,757 "," $3,091,619.00 "," 2,301 "," 2,312 "," $7,995,233.00 "," 4,436 "," $2,756,921.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00561800, SAVANNAH TECHNICAL COLLEGE                                             , GA ,314055594,Public, 918 , 929 ," $2,962,112.00 ", 964 ," $1,456,102.00 ", 758 , 775 ," $3,336,630.00 ", 797 ," $1,566,045.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00561900, NORTH GEORGIA TECHNICAL COLLEGE -                                      , GA ,305230000,Public, 319 , 320 ," $1,072,321.00 ", 325 ," $547,076.00 ", 268 , 269 ," $857,194.00 ", 269 ," $427,898.00 ", 5 , 5 ," $40,500.00 ", 5 ," $17,978.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00562200, GEORGIA PIEDMONT TECHNICAL COLLEGE                                     , GA ,300212397,Public," 1,295 "," 1,315 "," $4,700,482.00 "," 2,626 "," $1,624,514.00 "," 1,128 "," 1,225 "," $4,367,015.00 "," 2,444 "," $1,502,581.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00569700, NORTHWEST - SHOALS COMMUNITY COLLEGE                                   , AL ,356623206,Public, 710 , 730 ," $2,186,662.00 ", 889 ," $1,323,775.00 ", 597 , 642 ," $1,854,456.00 ", 798 ," $1,127,258.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00570700, SOUTHEAST ARKANSAS COLLEGE                                             , AR ,716033900,Public, 369 , 374 ," $1,067,274.00 ", 747 ," $655,273.00 ", 215 , 217 ," $421,657.00 ", 438 ," $235,553.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00575200, CLOVER PARK TECHNICAL COLLEGE                                          , WA ,984994004,Public," 1,079 "," 1,087 "," $3,265,906.00 "," 2,261 "," $2,381,987.00 "," 1,091 "," 1,100 "," $4,738,255.00 "," 2,259 "," $3,413,513.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $68,654.00 ", 20 ," $44,644.00 ", -   , -   , $-   , -   , $-   
00575300, OWENS STATE COMMUNITY COLLEGE                                          , OH ,435510000,Public," 4,220 "," 4,220 "," $14,572,657.00 "," 4,318 "," $7,427,492.00 "," 3,892 "," 3,921 "," $14,664,646.00 "," 4,012 "," $7,353,599.00 ", -   , -   , $-   , -   , $-   , 17 , 17 ," $99,404.00 ", 18 ," $50,783.00 ", -   , -   , $-   , -   , $-   
00575400, ROWAN-CABARRUS COMMUNITY COLLEGE                                       , NC ,281468357,Public," 1,813 "," 1,813 "," $6,229,465.00 "," 1,877 "," $3,314,915.00 "," 1,706 "," 1,706 "," $8,060,966.00 "," 1,753 "," $4,242,465.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $9,000.00 ", 1 ," $4,500.00 ", -   , -   , $-   , -   , $-   
00575700, LAKE SUPERIOR COLLEGE                                                  , MN ,558113399,Public," 1,996 "," 2,197 "," $6,633,978.00 "," 2,195 "," $4,166,492.00 "," 1,811 "," 1,982 "," $7,291,874.00 "," 1,979 "," $4,040,266.00 ", -   , -   , $-   , -   , $-   , 67 , 72 ," $464,625.00 ", 72 ," $276,995.00 ", -   , -   , $-   , -   , $-   
00575900, NORTHWEST TECHNICAL COLLEGE - BEMIDJI                                  , MN ,566014907,Public, 440 , 478 ," $1,428,424.00 ", 507 ," $776,052.00 ", 422 , 472 ," $1,760,124.00 ", 504 ," $939,166.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $24,627.00 ", 3 ," $12,314.00 ", -   , -   , $-   , -   , $-   
00576000, NORTHERN MAINE COMMUNITY COLLEGE                                       , ME ,047692016,Public, 390 , 390 ," $1,307,581.00 ", 390 ," $708,657.00 ", 332 , 342 ," $1,138,097.00 ", 342 ," $609,805.00 ", -   , -   , $-   , -   , $-   , 16 , 16 ," $101,437.00 ", 16 ," $51,841.00 ", -   , -   , $-   , -   , $-   
00576300, CENTRAL GEORGIA TECHNICAL COLLEGE                                      , GA ,312063628,Public," 1,835 "," 1,849 "," $5,897,876.00 "," 1,847 "," $2,151,117.00 "," 1,755 "," 1,807 "," $7,123,510.00 "," 1,802 "," $2,573,265.00 ", 6 , 6 ," $22,090.00 ", 6 ," $8,696.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00613600, NATIONAL AVIATION ACADEMY - NEW ENGLAND                                , MA ,017302620,Proprietary, 125 , 125 ," $419,276.00 ", 167 ," $296,246.00 ", 130 , 130 ," $543,049.00 ", 174 ," $383,230.00 ", -   , -   , $-   , -   , $-   , 22 , 22 ," $157,452.00 ", 31 ," $130,502.00 ", -   , -   , $-   , -   , $-   
00616500, LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH                , CA ,900331018,Public, 59 , 59 ," $195,780.00 ", 59 ," $116,405.00 ", 51 , 51 ," $247,872.00 ", 51 ," $145,130.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $16,125.00 ", 1 ," $8,063.00 ", -   , -   , $-   , -   , $-   
00618100, BRIDGEPORT HOSPITAL SCHOOL OF NURSING                                  , CT ,066102896,Private-Nonprofit, 124 , 124 ," $420,454.00 ", 125 ," $227,376.00 ", 129 , 130 ," $677,947.00 ", 131 ," $360,285.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $5,800.00 ", 2 ," $2,900.00 ", -   , -   , $-   , -   , $-   
00619100, ST VINCENT'S COLLEGE                                                   , CT ,066069966,Private-Nonprofit, 355 , 355 ," $1,406,165.00 ", 355 ," $716,115.00 ", 346 , 349 ," $1,495,103.00 ", 349 ," $761,359.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,100.00 ", 1 ," $2,100.00 ", -   , -   , $-   , -   , $-   
00621400, BLESSING HOSPITAL                                                      , IL ,623010000,Private-Nonprofit, 105 , 105 ," $470,753.00 ", 105 ," $256,982.00 ", 105 , 105 ," $511,343.00 ", 105 ," $279,127.00 ", 1 , 1 ," $20,500.00 ", 1 ," $10,250.00 ", 6 , 6 ," $60,521.00 ", 6 ," $38,141.00 ", -   , -   , $-   , -   , $-   
00622500, TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES                         , IL ,612015317,Private-Nonprofit, 128 , 128 ," $524,732.00 ", 128 ," $262,057.00 ", 128 , 128 ," $579,494.00 ", 130 ," $304,844.00 ", -   , -   , $-   , -   , $-   , 15 , 15 ," $173,032.00 ", 16 ," $92,966.00 ", -   , -   , $-   , -   , $-   
00622800, METHODIST COLLEGE                                                      , IL ,616033716,Private-Nonprofit, 340 , 340 ," $1,574,901.00 ", 341 ," $791,525.00 ", 332 , 332 ," $1,714,257.00 ", 339 ," $851,467.00 ", 2 , 2 ," $10,635.00 ", 2 ," $10,635.00 ", 31 , 31 ," $266,829.00 ", 33 ," $194,839.00 ", -   , -   , $-   , -   , $-   
00624000, SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING                        , IL ,616033783,Private-Nonprofit, 198 , 199 ," $861,650.00 ", 199 ," $508,201.00 ", 189 , 196 ," $900,294.00 ", 196 ," $537,601.00 ", 64 , 68 ," $903,126.00 ", 68 ," $518,970.00 ", 26 , 27 ," $315,420.00 ", 27 ," $173,970.00 ", 13 , 13 ," $88,888.00 ", 13 ," $60,285.00 "
00625700, SAINT ELIZABETH SCHOOL OF NURSING                                      , IN ,479042198,Private-Nonprofit, 118 , 118 ," $451,679.00 ", 119 ," $237,052.00 ", 167 , 172 ," $776,376.00 ", 176 ," $399,748.00 ", -   , -   , $-   , -   , $-   , 40 , 42 ," $647,614.00 ", 45 ," $347,092.00 ", -   , -   , $-   , -   , $-   
00626700, UNITYPOINT HEALTH-DES MOINES                                           , IA ,503091499,Private-Nonprofit, 8 , 8 ," $31,000.00 ", 8 ," $15,500.00 ", 8 , 8 ," $37,200.00 ", 8 ," $19,150.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00627300, MERCY COLLEGE OF HEALTH SCIENCES                                       , IA ,503091239,Private-Nonprofit, 528 , 531 ," $2,174,667.00 ", 535 ," $882,171.00 ", 514 , 516 ," $2,610,111.00 ", 519 ," $1,043,972.00 ", -   , -   , $-   , -   , $-   , 31 , 31 ," $454,283.00 ", 32 ," $177,642.00 ", -   , -   , $-   , -   , $-   
00630500, CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS , ME ,042439986,Private-Nonprofit, 135 , 136 ," $470,993.00 ", 187 ," $277,880.00 ", 122 , 124 ," $543,552.00 ", 173 ," $327,123.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $16,500.00 ", 2 ," $8,250.00 ", -   , -   , $-   , -   , $-   
00632200, SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING               , MA ,023023395,Private-Nonprofit, 246 , 246 ," $870,063.00 ", 305 ," $498,644.00 ", 259 , 261 ," $1,229,815.00 ", 328 ," $718,311.00 ", -   , -   , $-   , -   , $-   , 11 , 12 ," $177,962.00 ", 13 ," $90,483.00 ", -   , -   , $-   , -   , $-   
00632400, LABOURE COLLEGE                                                        , MA ,021245698,Private-Nonprofit, 327 , 327 ," $1,073,833.00 ", 326 ," $627,947.00 ", 350 , 353 ," $1,836,296.00 ", 351 ," $1,064,657.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $46,400.00 ", 4 ," $23,200.00 ", -   , -   , $-   , -   , $-   
00633100," LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING                          ", MA ,021551643,Private-Nonprofit, 219 , 222 ," $761,372.00 ", 222 ," $412,690.00 ", 224 , 227 ," $1,180,363.00 ", 227 ," $629,668.00 ", -   , -   , $-   , -   , $-   , 4 , 4 ," $44,168.00 ", 4 ," $22,084.00 ", -   , -   , $-   , -   , $-   
00638500, CHAMBERLAIN COLLEGE OF NURSING                                         , IL ,601010000,Proprietary," 7,992 "," 10,855 "," $36,907,364.00 "," 21,113 "," $21,541,462.00 "," 9,838 "," 13,879 "," $65,368,438.00 "," 26,779 "," $38,008,537.00 "," 2,034 "," 3,156 "," $19,792,075.00 "," 5,496 "," $10,773,559.00 ", 214 , 249 ," $2,945,964.00 ", 511 ," $1,763,909.00 ", 1 , 1 ," $5,649.00 ", 1 ," $1,412.00 "
00638900, GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE                    , MO ,631101091,Private-Nonprofit, 138 , 138 ," $692,025.00 ", 138 ," $353,510.00 ", 142 , 145 ," $716,097.00 ", 144 ," $357,976.00 ", 24 , 24 ," $413,530.00 ", 24 ," $211,588.00 ", 13 , 14 ," $240,990.00 ", 14 ," $119,997.00 ", 5 , 5 ," $72,728.00 ", 5 ," $43,124.00 "
00639200, RESEARCH MEDICAL CENTER                                                , MO ,641321199,Proprietary, 119 , 120 ," $586,415.00 ", 120 ," $293,211.00 ", 110 , 114 ," $603,280.00 ", 114 ," $301,644.00 ", 24 , 25 ," $281,555.00 ", 40 ," $202,225.00 ", 6 , 6 ," $68,000.00 ", 6 ," $34,000.00 ", 1 , 1 ," $8,054.00 ", 2 ," $8,054.00 "
00639900, BRYAN COLLEGE OF HEALTH SCIENCES                                       , NE ,685061398,Private-Nonprofit, 313 , 313 ," $1,330,078.00 ", 313 ," $678,513.00 ", 339 , 349 ," $1,537,116.00 ", 349 ," $768,928.00 ", 46 , 46 ," $861,921.00 ", 46 ," $340,723.00 ", 81 , 83 ," $587,268.00 ", 83 ," $295,782.00 ", 34 , 35 ," $669,859.00 ", 35 ," $255,418.00 "
00640400, NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH                  , NE ,681142852,Private-Nonprofit, 430 , 434 ," $1,417,672.00 ", 449 ," $901,187.00 ", 491 , 518 ," $2,216,118.00 ", 532 ," $1,473,728.00 ", 78 , 82 ," $661,610.00 ", 82 ," $443,761.00 ", 91 , 98 ," $776,439.00 ", 101 ," $445,059.00 ", -   , -   , $-   , -   , $-   
00641700, HOLY NAME MEDICAL CENTER SCHOOL OF NURSING                             , NJ ,076664254,Private-Nonprofit, 96 , 96 ," $373,700.00 ", 96 ," $186,850.00 ", 95 , 97 ," $504,131.00 ", 97 ," $249,533.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $69,625.00 ", 7 ," $35,785.00 ", -   , -   , $-   , -   , $-   
00642000, MONTCLAIR HOSPITAL LLC                                                 , NJ ,070424898,Proprietary, 79 , 79 ," $306,534.00 ", 79 ," $153,268.00 ", 89 , 89 ," $529,966.00 ", 89 ," $264,984.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $21,560.00 ", 3 ," $9,355.00 ", -   , -   , $-   , -   , $-   
00642100, JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS  , NJ ,070613399,Private-Nonprofit, 238 , 238 ," $813,719.00 ", 238 ," $490,546.00 ", 243 , 250 ," $1,114,964.00 ", 250 ," $683,110.00 ", -   , -   , $-   , -   , $-   , 2 , 3 ," $26,950.00 ", 3 ," $26,950.00 ", -   , -   , $-   , -   , $-   
00642900, ST FRANCIS MEDICAL CENTER                                              , NJ ,086291986,Private-Nonprofit, 7 , 7 ," $26,500.00 ", 7 ," $13,250.00 ", 5 , 5 ," $15,500.00 ", 5 ," $7,750.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00643500, ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY           , NY ,149051676,Private-Nonprofit, 56 , 58 ," $212,266.00 ", 58 ," $73,993.00 ", 56 , 59 ," $279,734.00 ", 59 ," $102,439.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $16,490.00 ", 3 ," $6,162.00 ", -   , -   , $-   , -   , $-   
00643800, PHILLIPS BETH ISRAEL SCHOOL OF NURSING                                 , NY ,100016354,Private-Nonprofit, 129 , 129 ," $483,258.00 ", 129 ," $247,629.00 ", 119 , 119 ," $627,812.00 ", 119 ," $324,281.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00644300, COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP                  , NY ,107011399,Private-Nonprofit, 50 , 50 ," $89,643.00 ", 50 ," $89,643.00 ", 59 , 59 ," $187,001.00 ", 59 ," $187,001.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00644500, CROUSE HOSPITAL COLLEGE OF NURSING                                     , NY ,132101690,Private-Nonprofit, 193 , 194 ," $689,950.00 ", 235 ," $390,412.00 ", 178 , 178 ," $777,384.00 ", 216 ," $439,592.00 ", -   , -   , $-   , -   , $-   , 10 , 10 ," $50,913.00 ", 10 ," $24,710.00 ", -   , -   , $-   , -   , $-   
00644800, BELANGER SCHOOL OF NURSING                                             , NY ,123041009,Private-Nonprofit, 61 , 61 ," $221,497.00 ", 61 ," $116,874.00 ", 64 , 64 ," $324,267.00 ", 64 ," $167,080.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00646100, SAINT ELIZABETH MEDICAL CENTER                                         , NY ,135012998,Private-Nonprofit, 118 , 118 ," $431,538.00 ", 118 ," $217,323.00 ", 123 , 125 ," $594,901.00 ", 125 ," $297,452.00 ", -   , -   , $-   , -   , $-   , 12 , 12 ," $81,337.00 ", 12 ," $40,669.00 ", -   , -   , $-   , -   , $-   
00646700, SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTE , NY ,132031806,Private-Nonprofit, 142 , 142 ," $483,930.00 ", 157 ," $268,718.00 ", 159 , 168 ," $688,293.00 ", 183 ," $374,275.00 ", -   , -   , $-   , -   , $-   , 14 , 14 ," $177,103.00 ", 14 ," $102,569.00 ", -   , -   , $-   , -   , $-   
00647700, CABARRUS COLLEGE OF HEALTH SCIENCES                                    , NC ,280253959,Private-Nonprofit, 278 , 278 ," $1,069,081.00 ", 312 ," $565,365.00 ", 260 , 260 ," $1,175,060.00 ", 299 ," $659,746.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $18,300.00 ", 3 ," $9,150.00 ", -   , -   , $-   , -   , $-   
00647800, MERCY SCHOOL OF NURSING                                                , NC ,282736631,Public, 39 , 39 ," $134,533.00 ", 47 ," $57,910.00 ", 34 , 34 ," $193,895.00 ", 41 ," $82,153.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00648700, AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES                         , OH ,447101799,Private-Nonprofit, 76 , 76 ," $247,197.00 ", 84 ," $137,704.00 ", 73 , 73 ," $319,038.00 ", 79 ," $173,961.00 ", -   , -   , $-   , -   , $-   , 14 , 14 ," $139,965.00 ", 16 ," $72,636.00 ", -   , -   , $-   , -   , $-   
00648900, CHRIST COLLEGE OF NURSING AND HEALTH SCIENCES                          , OH ,452192906,Private-Nonprofit, 379 , 379 ," $1,488,684.00 ", 377 ," $736,224.00 ", 384 , 385 ," $1,888,805.00 ", 383 ," $922,881.00 ", -   , -   , $-   , -   , $-   , 28 , 28 ," $318,660.00 ", 28 ," $165,339.00 ", -   , -   , $-   , -   , $-   
00649400, GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE                   , OH ,452202489,Private-Nonprofit, 263 , 263 ," $951,867.00 ", 263 ," $532,042.00 ", 255 , 255 ," $1,146,663.00 ", 255 ," $643,629.00 ", -   , -   , $-   , -   , $-   , 13 , 13 ," $100,665.00 ", 13 ," $58,983.00 ", -   , -   , $-   , -   , $-   
00650700, TRINITY HEALTH SYSTEM SCHOOL OF NURSING                                , OH ,439522667,Private-Nonprofit, 41 , 41 ," $124,736.00 ", 41 ," $66,068.00 ", 30 , 30 ," $112,503.00 ", 30 ," $58,374.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $9,043.00 ", 3 ," $5,843.00 ", -   , -   , $-   , -   , $-   
00653400, CITIZENS SCHOOL OF NURSING                                             , PA ,150686591,Private-Nonprofit, 154 , 154 ," $538,341.00 ", 155 ," $284,131.00 ", 149 , 155 ," $649,026.00 ", 156 ," $335,168.00 ", -   , -   , $-   , -   , $-   , 10 , 11 ," $72,750.00 ", 11 ," $40,500.00 ", -   , -   , $-   , -   , $-   
00653700, CONEMAUGH VALLEY MEMORIAL HOSPITAL                                     , PA ,159054398,Private-Nonprofit, 143 , 143 ," $520,282.00 ", 143 ," $183,068.00 ", 144 , 144 ," $626,058.00 ", 147 ," $219,232.00 ", -   , -   , $-   , -   , $-   , 7 , 7 ," $52,391.00 ", 7 ," $26,427.00 ", -   , -   , $-   , -   , $-   
